run_id,retailer_id,retailer_name,collection_day,stage,status,attempted,ok,failed,success_rate,strategy_id,strategy_version,started_at,finished_at,error_category
20404bb2-5479-4a90-a611-0737169d0ba2,st-marche,St Marché,2026-07-11,discover,completed,30,30,0,1,st-marche-discovery-v3,3,2026-07-11T04:33:27.969Z,2026-07-11T04:33:31.336Z,
50f42a72-24a5-4cc5-bb48-3ab5bd2e79d5,st-marche,St Marché,2026-07-11,collect,completed,30,30,0,1,st-marche-extraction-v3,3,2026-07-11T04:33:36.073Z,2026-07-11T04:34:15.612Z,
25626653-9d23-4c81-a1d1-ec283453bbab,carrefour,Carrefour Mercado,2026-07-11,collect,partial,30,28,2,0.9333333333333333,carrefour-extraction-v3,3,2026-07-11T06:04:56.776Z,2026-07-11T06:05:31.281Z,
b68cf072-658c-4822-bb22-b358b9c40701,extra-mercado,Extra Mercado,2026-07-11,collect,partial,30,28,2,0.9333333333333333,extra-mercado-extraction-v2,2,2026-07-11T06:05:31.285Z,2026-07-11T06:06:00.049Z,
e8cf387e-adb1-43f2-a2b0-dfd1fd6acb6f,pao-de-acucar,Pão de Açúcar,2026-07-11,collect,completed,30,30,0,1,pao-de-acucar-extraction-v2,2,2026-07-11T06:06:00.053Z,2026-07-11T06:06:28.613Z,
0aac85d1-4465-4f12-b2bf-999b29f3153f,st-marche,St Marché,2026-07-11,collect,completed,30,30,0,1,st-marche-extraction-v3,3,2026-07-11T06:06:28.615Z,2026-07-11T06:07:09.076Z,
0ed8d42e-21f9-411c-817c-b084e4329a9e,carrefour,Carrefour Mercado,2026-07-11,discover,completed,120,120,0,1,carrefour-discovery-v5,5,2026-07-11T06:52:08.403Z,2026-07-11T06:52:13.340Z,
2793688a-f3b3-4ce4-8eb2-ec28aa4fd276,extra-mercado,Extra Mercado,2026-07-11,discover,completed,120,120,0,1,extra-mercado-discovery-v2,2,2026-07-11T06:52:53.109Z,2026-07-11T06:52:57.056Z,
4d23e1fd-2a97-455c-8920-da36877bd32d,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v2,2,2026-07-11T06:53:22.380Z,2026-07-11T06:53:25.473Z,
8f125f38-0c4b-4c2e-8d5b-0ae7ecc7bbaf,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v3,3,2026-07-11T06:58:03.555Z,2026-07-11T06:58:06.814Z,
3c4be69a-d41b-438d-89c2-b33c9eabc695,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,120,120,0,1,pao-de-acucar-discovery-v4,4,2026-07-11T07:01:04.762Z,2026-07-11T07:01:09.438Z,
8626ca8d-85cc-4172-85ec-b92b64fbed0a,st-marche,St Marché,2026-07-11,discover,failed,0,0,0,,st-marche-discovery-v4,4,2026-07-11T07:01:19.381Z,2026-07-11T07:01:22.614Z,network
a1bb7a52-ad3a-4850-9aa2-a9b700d280ea,st-marche,St Marché,2026-07-11,discover,completed,120,120,0,1,st-marche-discovery-v4,4,2026-07-11T07:05:21.721Z,2026-07-11T07:05:25.494Z,
288a8fb9-5879-4e48-9736-f97ba5eff838,carrefour,Carrefour Mercado,2026-07-11,discover,completed,2880,2880,0,1,carrefour-discovery-v5,5,2026-07-11T07:43:28.134Z,2026-07-11T07:44:43.207Z,
5dfd6c54-7e67-4dd7-a65e-b25a0efb1491,extra-mercado,Extra Mercado,2026-07-11,discover,completed,2545,2545,0,1,extra-mercado-discovery-v2,2,2026-07-11T07:44:43.213Z,2026-07-11T07:45:48.995Z,
9d7ecbb0-b848-4aca-998a-a0ae888ae824,pao-de-acucar,Pão de Açúcar,2026-07-11,discover,completed,2640,2640,0,1,pao-de-acucar-discovery-v4,4,2026-07-11T07:45:48.999Z,2026-07-11T07:46:56.034Z,
c93a4546-9d7f-4bd6-ac23-84ba1c05ecb0,st-marche,St Marché,2026-07-11,discover,completed,2500,2500,0,1,st-marche-discovery-v4,4,2026-07-11T07:46:56.038Z,2026-07-11T07:48:00.614Z,
7bfe8dd6-5075-4bab-94cd-66dda55a5306,carrefour,Carrefour Mercado,2026-07-11,collect,partial,2000,1812,188,0.906,carrefour-extraction-v4,4,2026-07-11T07:50:04.714Z,2026-07-11T07:58:30.988Z,
a9694ba2-afce-44a0-b9b4-688c07d873a4,extra-mercado,Extra Mercado,2026-07-11,collect,partial,2000,1974,26,0.987,extra-mercado-extraction-v2,2,2026-07-11T07:58:30.998Z,2026-07-11T08:06:50.692Z,
d72d59fa-c6a8-48bd-ac7d-4949a9363036,pao-de-acucar,Pão de Açúcar,2026-07-11,collect,partial,2000,1989,11,0.9945,pao-de-acucar-extraction-v2,2,2026-07-11T08:06:50.698Z,2026-07-11T08:15:14.463Z,
2a6f1f35-1b49-4196-8524-d0cd6449720e,st-marche,St Marché,2026-07-11,collect,completed,2000,2000,0,1,st-marche-extraction-v3,3,2026-07-11T08:15:14.469Z,2026-07-11T08:23:40.583Z,
ebb360fc-45d4-4a86-a73a-1118c279d50f,carrefour,Carrefour Mercado,2026-07-12,collect,partial,2000,1689,311,0.8445,carrefour-extraction-v8,8,2026-07-12T06:00:47.422Z,2026-07-12T06:09:10.212Z,
b57a24d5-6ad8-40ca-8e00-04fe111409f0,extra-mercado,Extra Mercado,2026-07-12,collect,partial,2000,1896,104,0.948,extra-mercado-extraction-v4,4,2026-07-12T06:09:10.218Z,2026-07-12T06:17:30.383Z,
da9f507f-acd4-4e46-a98e-52360f3a6d99,pao-de-acucar,Pão de Açúcar,2026-07-12,collect,partial,2000,1964,36,0.982,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-12T06:17:30.389Z,2026-07-12T06:25:50.667Z,
f04560c2-5971-48d8-8fa9-5bae1bebb452,st-marche,St Marché,2026-07-12,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-12T06:25:50.672Z,2026-07-12T06:34:13.527Z,
236c49bb-252a-44d2-bb98-3a4219d9d830,carrefour,Carrefour Mercado,2026-07-12,discover,completed,0,0,0,,carrefour-discovery-v7,7,2026-07-12T21:24:47.404Z,2026-07-12T21:24:47.460Z,
8ff79452-978d-46e6-b118-7c39320d4ff5,extra-mercado,Extra Mercado,2026-07-12,discover,completed,0,0,0,,extra-mercado-discovery-v5,5,2026-07-12T21:24:47.467Z,2026-07-12T21:24:47.486Z,
92fe0eb2-cb75-4e75-88f4-8ee430045750,pao-de-acucar,Pão de Açúcar,2026-07-12,discover,completed,0,0,0,,44b7ee6a-05d7-472c-8062-cabe060d9058,7,2026-07-12T21:24:47.490Z,2026-07-12T21:24:47.510Z,
bc510d08-8a90-48f8-9e5a-a36abd27933c,st-marche,St Marché,2026-07-12,discover,completed,0,0,0,,st-marche-discovery-v6,6,2026-07-12T21:24:47.513Z,2026-07-12T21:24:47.531Z,
83fd97a9-2645-43ea-9516-add4e5a5a929,carrefour,Carrefour Mercado,2026-07-13,collect,partial,2000,1649,351,0.8245,carrefour-extraction-v8,8,2026-07-13T06:04:47.422Z,2026-07-13T06:13:07.405Z,
96f0cd6f-8327-4b41-819f-afcae14ff880,extra-mercado,Extra Mercado,2026-07-13,collect,partial,2000,1857,143,0.9285,extra-mercado-extraction-v4,4,2026-07-13T06:13:07.412Z,2026-07-13T06:21:30.272Z,
4ad1cd10-610f-4dc1-9211-011a956c60b2,pao-de-acucar,Pão de Açúcar,2026-07-13,collect,partial,2000,1900,100,0.95,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-13T06:21:30.278Z,2026-07-13T06:29:48.289Z,
6773fd24-f151-416e-98b0-ace803507ff2,st-marche,St Marché,2026-07-13,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-13T06:29:48.295Z,2026-07-13T06:38:09.520Z,
24a4fd17-3f61-4835-9bfe-b52aeb8b04da,carrefour,Carrefour Mercado,2026-07-14,collect,partial,2000,1791,209,0.8955,carrefour-extraction-v8,8,2026-07-14T06:07:47.805Z,2026-07-14T06:16:08.424Z,
fce9a235-25b7-4dae-a56a-3bb156867f51,extra-mercado,Extra Mercado,2026-07-14,collect,partial,2000,1831,169,0.9155,extra-mercado-extraction-v4,4,2026-07-14T06:16:08.431Z,2026-07-14T06:24:30.015Z,
1fc430f0-5de5-453f-9cc3-65684d2c9fc3,pao-de-acucar,Pão de Açúcar,2026-07-14,collect,partial,2000,1863,137,0.9315,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-14T06:24:30.021Z,2026-07-14T06:32:52.112Z,
e76e0e44-2e71-4f74-9824-96ccdd4776d3,st-marche,St Marché,2026-07-14,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-14T06:32:52.117Z,2026-07-14T06:41:12.291Z,
014b38f3-919b-4331-8709-6f394b7fba9c,carrefour,Carrefour Mercado,2026-07-15,collect,partial,2000,1700,300,0.85,carrefour-extraction-v8,8,2026-07-15T06:00:47.451Z,2026-07-15T06:09:10.442Z,
9eca92e2-6d5d-4e33-9d61-f8fb167a0a51,extra-mercado,Extra Mercado,2026-07-15,collect,partial,2000,1740,260,0.87,extra-mercado-extraction-v4,4,2026-07-15T06:09:10.448Z,2026-07-15T06:17:30.665Z,
f6e46a85-4edc-4b49-8552-95f3a6d22f52,pao-de-acucar,Pão de Açúcar,2026-07-15,collect,partial,2000,1831,169,0.9155,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-15T06:17:30.671Z,2026-07-15T06:25:53.673Z,
50eb3efd-896f-4362-bf33-46c4e82aa910,st-marche,St Marché,2026-07-15,collect,partial,2000,1999,1,0.9995,st-marche-extraction-v5,5,2026-07-15T06:25:53.679Z,2026-07-15T06:34:18.332Z,
ae6a08fd-7d4f-4997-9f27-8499c9ffedc5,carrefour,Carrefour Mercado,2026-07-16,collect,partial,2000,1121,879,0.5605,carrefour-extraction-v8,8,2026-07-16T06:05:02.898Z,2026-07-16T06:13:22.100Z,
d8991119-204b-4312-b0ef-d2fe442ff155,extra-mercado,Extra Mercado,2026-07-16,collect,partial,2000,1768,232,0.884,extra-mercado-extraction-v4,4,2026-07-16T06:13:22.110Z,2026-07-16T06:21:42.270Z,
e7912619-68ce-4517-a4e5-157047cc4220,pao-de-acucar,Pão de Açúcar,2026-07-16,collect,partial,2000,1818,182,0.909,ed7247e0-5b9b-40aa-967c-ba5ac3cfa52c,5,2026-07-16T06:21:42.277Z,2026-07-16T06:29:59.581Z,
29b588d9-d01a-404d-b36e-6868a6972295,st-marche,St Marché,2026-07-16,collect,partial,2000,1991,9,0.9955,st-marche-extraction-v5,5,2026-07-16T06:29:59.586Z,2026-07-16T06:38:19.816Z,
