date,previous_date,retailer_id,retailer_name,ipca_item_id,ipca_code,relative,product_pair_count
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1105001,1105001,1.000000000000,2
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1105012,1105012,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1106017,1106017,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1106018,1106018,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1106019,1106019,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1107018,1107018,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1107018,1107018,1.000000000000,2
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1107018,1107018,1.000000000000,4
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1107084,1107084,1.121993625402,5
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1107093,1107093,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1107094,1107094,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1107095,1107095,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1108038,1108038,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1108075,1108075,1.000000000000,2
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1108080,1108080,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1108080,1108080,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1109002,1109002,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1109007,1109007,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1109007,1109007,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1109008,1109008,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1109008,1109008,1.000000000000,4
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1109008,1109008,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1109010,1109010,1.000000000000,1
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1109010,1109010,1.000000000000,2
